text_raw,label,text_cleaned
Mình tập vầy:- Đi bộ 2p- chạy 5p- đi bộ 2pxong là hết xí quách!,0,tập vầy đi 2p chạy 5p đi 2pxong xí quách !
"Cảnh báo ầm ầm thế mà vẫn có người ăn, sợ thật",0,cảnh_báo ầm_ầm thế_mà sợ
"Tôi không ủng hộ việc đình chỉ học hay đuổi học. Khi các em đang hư hoặc làm sai mà lại đuổi học hoặc đình chỉ thì đây là hành động gây phản tác dụng, vừa không có tính giáo huấn, lấy mất nền tảng giáo dục, đưa các em đi về hướng sai, lại tạo cảm giác tự ty, nước chảy bèo trôi, khi ấy các em sẽ mặc định là mình hư , mình sai, bị đuổi học rồi nên đằng nào cũng vậy. Tạo một tâm lý tiêu cực, bất cần, khiến các em khó quay đầu Gây ra hệ quả xấu cho bản thân học sinh đó và xã hội.Vậy thay vì đình chỉ học, đuổi học, nên cho các em đi lao động công ích, đi điều trị tâm lý, tham gia giúp đỡ tổ chức các hoạt động xã hội, hoạt động từ thiện....v..v tuỳ mức độ vi phạm để lựa chọn hình thức cho phù hợp.",0,ủng_hộ đình_chỉ học đuổi học hư sai mà_lại đuổi học đình_chỉ hành_động phản_tác_dụng giáo huấn nền_tảng giáo_dục đi hướng sai cảm_giác ty chảy bèo trôi mặc_định hư sai đuổi học đằng tâm_lý tiêu_cực bất_cần đầu hệ_quả xấu bản_thân học_sinh xã_hội thay_vì đình_chỉ học đuổi học đi lao_động công_ích đi điều_trị tâm_lý tham_gia giúp_đỡ tổ_chức hoạt_động xã_hội hoạt_động từ_thiện tuỳ mức_độ vi_phạm lựa_chọn hình_thức phù_hợp
Cầu mong ông sớm khỏe mạnh,0,cầu_mong khỏe_mạnh
Đồng ý với phương án 10 ngày điều chỉnh 1 lần.,0,đồng_ý phương_án 10 điều_chỉnh
Nỗ lực tuyệt vọng chẳng thể níu kéo cuộc tình khi nàng đã quyết ra đi cùng người tình mới...,0,nỗ_lực tuyệt_vọng chẳng_thể níu_kéo tình nàng quyết đi người_tình
Con ruột mình sinh ra mà vẫn chưa đc vầy...thật ngưỡng mộ anh Cường,0,con_ruột sinh vầy ngưỡng_mộ cường
"Haizzz... Lái xe kiểu gì vậy trời??? :@ Nhìn cái đầu xe 4W mà nát bét như thế, dù chỉ đụng xe 2 bánh, là hiểu rồi đó! :o Đề nghị thâu bằng lái của tài xế vĩnh viễn luôn đi. :|",1,haizzz lái_xe kiểu trời ? ? ? đầu xe 4w nát bét đụng xe bánh ! đề_nghị thâu lái tài_xế vĩnh_viễn đi
300tr mua đc nhiều xe khác có tiện ích và đông cơ tốt hơn i10. Bản sedan 2018.2019 ngon mới đc 300tr,0,300tr mua xe tiện_ích đông i10 sedan 2018 2019 ngon 300tr
"Ráng đợi thêm 1 năm tích góp thêm mua con Mazda 2 sedan mà chạy bạn. Chứ lấy mấy con i10, fadi thì giải pháp tức thời mua con m2 bạn còn đi xa đc, thậm chí sau này có bạn gái hoặc vợ con thì gq ra sao.... ở Việt Nam! Mua chiếc xe hơi đã khó mà sự lựa chọn chiếc xe hợp lý còn khó hơn.",0,ráng đợi tích_góp mua mazda sedan chạy mấy i10 fadi giải_pháp tức_thời mua m2 đi đc thậm_chí sau_này gái vợ_con gq việt nam ! mua xe_hơi lựa_chọn xe hợp_lý
"Ồ, vậy mai đây ai mà sớ rớ tới gần học trò, các Cô cứ đấm thẳng mặt cho vừa lòng mấy người.Chứ bất ngờ kiểu này, mà đi kỷ luật Cô thì bó tay. ",1,mai_đây sớ rớ học_trò đấm thẳng mặt vừa_lòng mấy bất_ngờ kiểu đi kỷ_luật bó_tay
Doanh số các loại đồ uống không cồn tăng thì kèm theo bệnh tật cũng tăng lên nhưng chẳng ai quan tâm đến nên vẫn dùng quá mức.,0,doanh_số đồ uống cồn kèm bệnh_tật chẳng quan_tâm
"Là cha mẹ, ai cũng muốn cho con mình học giỏi, thành công trên con đường học vấn, để có việc làm tốt. Mình cũng vậy, mình thừa nhận mình không phải là thánh để nói rằng mình không bao giờ ép con học giỏi. Lúc trước, khi con học lớp 1, lớp 2 mình cũng muốn con học giỏi, bắt con học đủ thứ. Nhưng sau đó sang định cư ở Châu Âu rồi, tư tưởng mình đã thay đổi, không còn ép con học giỏi, không bắt buộc con học gì nữa. Giờ đây, con đã từng bước trưởng thành, tự chọn hướng đi mà con yêu thích. Mình thấy con vui vẻ với sự lựa chọn đó. Nếu còn ở VN, chắc mình vẫn bị rơi vào vòng xoáy ép con học và làm theo ý mình muốn rồi. Vì môi trường sống mỗi nơi mỗi khác.",0,cha_mẹ học giỏi thành_công đường học_vấn việc_làm thừa_nhận thánh bao_giờ ép học giỏi học lớp lớp học giỏi bắt học định_cư châu âu tư_tưởng thay_đổi ép học giỏi bắt_buộc học giờ_đây trưởng_thành hướng đi yêu vui_vẻ lựa_chọn vn rơi vòng xoáy ép học môi_trường sống
Tôi luôn theo dõi các em thi đấu nhưng thua bạc nhược như trận vừa rồi thì chắc chuyển kênh khác.,0,theo_dõi thi_đấu thua bạc_nhược trận vừa_rồi kênh
Hãy giảm nữa và ôm cua vòng ra biển lại đi Noul,0,ôm cua vòng biển đi noul
Một cách giải quyết vấn đề rất hay. Vừa làm được việc nhà vừa thỏa đam mê và học được bài học kiếm tiền.,0,một_cách giải_quyết vấn_đề thỏa_đam_mê học bài_học kiếm tiền
"thế nên nếu không phải môi trường y tế thì không nên dùng khẩu trang y tế tràn lan trong đời sống dân sinh, môi trường y tế họ có quy trình xử lý vật tư y tế (khẩu trang y tế, găng tay, bảo hộ, ...), còn đời sống dân sinh thì nên sử dụng khẩu trang vải để không xả thải bừa bãi hoặc có chăng thì còn dễ phân hủy",0,môi_trường y_tế khẩu_trang y_tế tràn_lan đời_sống dân_sinh môi_trường y_tế quy_trình xử_lý vật_tư y_tế khẩu_trang y_tế găng_tay bảo_hộ đời_sống dân_sinh sử_dụng khẩu_trang vải xả thải bừa_bãi có_chăng phân_hủy
"Ko nên. Dù để phục vụ học tập thì nên dùng trc và sau h học. Thu thập tài liệu bằng nguồn nào cũng đc nhưng cần làm trc khi vào học. Đã học là chỉ có truyền đạt kiến thức và thảo luận theo tài liệu đã chuẩn bị trc. Việc cho các e dùng đt vài phút tôi đoán là để google là ko hiệu quả. Đâu phải chỉ là tìm kiếm thông tin. Còn phải đọc, sàng lọc, xử lý. Thông tin trên mạng nhiễu loạn ra sao chắc mn hiểu.",0,phục_vụ học_tập trc học thu_thập tài_liệu trc học học truyền_đạt kiến_thức thảo_luận tài_liệu chuẩn_bị trc điện_thoại phút đoán google hiệu_quả tìm_kiếm thông_tin đọc sàng_lọc xử_lý thông_tin mạng nhiễu_loạn
"Đề nghị cơ quan chúc năng phải xử lý rất nặng ng này với hành vi ngang nhiên bạo hành trẻ em ,dư luận xã hội rất phẫn nộ về hành vi này ngay trong trường học ,trước mặt các cháu trẻ thơ .Cũng cần xử lý ba cô giáo ở trường này.",0,đề_nghị cơ_quan chúc năng xử_lý hành_vi ngang_nhiên bạo_hành trẻ_em dư_luận xã_hội phẫn_nộ hành_vi trường_học mặt cháu trẻ_thơ xử_lý cô_giáo trường
Hic...tu vi của con Trê này chéc cũng được 50 năm...chưa kịp thành tinh đã bị thịt...,0,hic tu_vi trê chéc 50 kịp thành tinh bị_thịt
Các đập như thế này nên có lan can an toàn hai bên khi nước lũ lớn thì đỡ nguy hiểm hơn.,0,đập lan_can an_toàn hai lũ đỡ nguy_hiểm
nghe có vẻ căng nhỉ,0,có_vẻ căng
Thu hồi gấp và cấm bán các sản phẩm này ngay chứ ?,0,thu_hồi gấp cấm sản_phẩm ?
Con Tu Hú ở Việt Nam !,0,tu_hú việt nam !
"500 full lăn bánh thì có các sự lựa chọn: Nissan Sunny 2020 XV or XT, Attrange 2020 CVT, Ciaz thì chưa về. Ngoài ra thì xe hạng A, còn xe lướt thì mua đc hạng C khoảng 2- 3 năm tuổi, Vios CVT/G or City 2 năm tuổi.Theo mình cứ mới đét mà mua, đỡ đau đầu. Mình đang đi Sunny thấy hài lòng với số tiền bỏ ra, còn ko bỏ ra 600tr là có Vios/City bản số tự động đi.",0,500 full lăn bánh lựa_chọn nissan sunny 2020 xv or xt attrange 2020 cvt ciaz ngoài_ra xe hạng xe lướt mua hạng năm_tuổi vios cvt or city năm_tuổi đét mua đỡ đau_đầu đi sunny hài_lòng tiền 600tr vios city tự_động đi
Đáng khen thưởng các đồng chí CA hình sự điều tra về mảng tội phạm ma túy! Bởi chỉ cần lọt 1 hai đối tượng xã hội sẽ nhiều người khổ. Cảm ơn Bộ Công An!,0,khen_thưởng đồng_chí công_an hình_sự điều_tra mảng tội_phạm ma_túy ! lọt hai đối_tượng xã_hội khổ cảm_ơn công_an !
Lúa thu đông đang trỗ. Lại bị ảnh hưởng,0,lúa_thu đông trỗ ảnh_hưởng
"BHNT nên mua càng trẻ càng tốt em nhé. Nên chia ngân sách ra, 1 phần mua BHNT, 1 phần đầu tư tích luỹ thông qua các quỹ của cty BHNT thọ đó quản lý và tích luỹ lại. 10 năm sau em sẽ thấy 1 con số không ngờ.",0,bhnt mua trẻ chia ngân_sách mua bhnt đầu_tư tích_luỹ thông_qua quỹ cty bhnt thọ quản_lý tích_luỹ 10 con_số ngờ
"300tr bác mua Elantra 2016, Cerato 2016, Túc sơn 2014, Sorento 2014... việc gì phải mua City 2013, Vios 2013 hả bạn. Mua mấy em Hàn tôn kia vẫn còn thừa tiền đổ xăng",0,300tr mua elantra 2016 cerato 2016 túc_sơn 2014 sorento 2014 mua city 2013 vios 2013 hả mua mấy hàn tôn kia thừa tiền đổ xăng
Tôi muốn nhà sx quay lại mẫu điện thoại như trong video. Nhìn nó mới đúng đẳng cấp của con nhà giàu.kkk,0,sx mẫu điện_thoại video đẳng_cấp giàu kkk
"Soluto tiện nghi đầy đủ, khóa thông minh, camera, cảm biến lùi.. thêm nữa đợt này soluto có giảm 50% phí trước bạ nên sẽ rẻ hơn các dòng xe nhập đó bác",0,soluto tiện_nghi đầy_đủ khóa thông_minh camera cảm_biến lùi đợt soluto 50 phí trước_bạ rẻ dòng xe nhập
tại sao nó cứ cháy mãi thế nhỉ,0,tại_sao cháy mãi
"Kona 2.0 DB phải so sánh với Kia seltos pre 1.4 T chứ nhỉ, so sánh này khẩm khiễng quá",0,kona đầu buồi so_sánh kia seltos pre tao so_sánh khẩm khiễng
Tầm tiền này Vios là số 1.,0,tầm tiền vios
Phương Oanh trông gần giống Phạm Băng Băng rồi!,0,phương oanh trông phạm băng băng !
Nghe các bạn online phán mất mệt..hông ai sát đánh bắt sát sinh lấy gì cho mấy bạn ăn vậy? Chỉ là tai nạn thôi nha mấy thánh online,1,online phán mệt hông sát đánh_bắt sát_sinh mấy ăn_vậy ? tai_nạn nha mấy thánh online
"""Con cá sống sót và bơi đi xa"" - Đọc tới đây mà thở phào nhẹ nhõm. Mong em cá sống sót sau những thương tích đợt này. Còn cuộc sống sinh tồn sau này thì khó nói lắm.",0,cá sống_sót bơi đi đọc thở_phào nhẹ_nhõm mong cá sống_sót thương_tích đợt cuộc_sống sinh_tồn sau_này lắm
"như trường hợp mẹ chồng tôi mất cũng không để lại di chúc nhưng vợ chồng tôi lại sống với bà, 4 chị gái của chồng đều lấy chồng tỉnh xa, giờ đòi quyền chia đất... lúc mẹ chồng tôi còn sống con gái thứ 4 có vay bà 50.000.000, chị gái thứ 2 vay bà 12trieu đến khi bà mất chưa trả giờ đòi chia đất. còn chị cả lấy đi 1/3 số tiền phúng viếng. liệu 3 chị này còn đáng đòi đất ko?",0,trường_hợp mẹ chồng di_chúc vợ_chồng sống chị_gái chồng chồng tỉnh đòi quyền chia đất mẹ chồng sống con_gái vay 50 000 000 gái vay 12trieu đòi chia đất đi tiền phúng_viếng liệu đòi đất ko ?
Thành quả của Trump đều bị Covid 19 hủy hết. Đây là hậu quả sai làm của Trump.,0,thành_quả trump covid 19 hủy hậu_quả sai trump
Nhìn số ca chấn thương của Bale. Tui khâm phục đội ngũ bác sĩ thể thao mà Real dùng để chữa trị cho Bale. Tui thật ngạc nhiên khi Bale vẫn chạy được. Vẫn đá hay với số lượng chấn thương như thế.,0,công_an chấn_thương bale tui khâm_phục đội_ngũ bác_sĩ thể_thao real chữa_trị bale tui ngạc_nhiên bale chạy đá số_lượng chấn_thương như_thế
"Không biết tốt xấu thế nào nhưng sự thật là từ hồi có xe Hàn thì xe Nhật mới chịu thay đổi mẫu mã, tăng options cho người tiêu dùng.",0,xấu thế_nào sự_thật hồi xe hàn xe nhật thay_đổi mẫu_mã options tiêu_dùng
"Nếu con bạn sử dụng điện thoại như bạn muốn thì quá tuyệt vời. Tiếc là đại đa số chúng sẽ chỉ ""học"" khi bạn bên cạch và 95% thời gian còn lại chúng chơi game, chat chít yêu đương, xem phim và mạng xã hội. ",0,sử_dụng điện_thoại tuyệt_vời tiếc đại đa_số học cạch 95 thời_gian game chat chít yêu_đương phim mạng xã_hội
"Pha đột phá phút 50 quá đẹp, đúng chuẩn thương hiệu M10!",0,pha đột_phá phút 50 đẹp chuẩn thương_hiệu m10 !
Chuyến bay cuối cùng,0,chuyến bay cuối_cùng
Tôi không thấy hay gì cả. Có lẽ gu âm nhạc của tôi không thích thể loại này. Nghe một hai lần dễ bị stress lắm.,1,có_lẽ gu âm_nhạc thể_loại một_hai stress lắm
Cứ nhìn các cuộc tập họp người và không đeo khẩu trang trong mùa bầu cử thì cũng hiểu vì sao Mĩ đứng nhất thế giới về dịch bệnh Covid 19,0,tập_họp đéo khẩu_trang mùa bầu_cử vì_sao mĩ đứng thế_giới di_ch bệnh covid 19
Qua đây mới thấy cái hệ thống luật pháp ở việt nam và những người thực thi pháp luật còn bất cập. Một e bé bị bạo hành tới 3 năm sau bao lần báo cáo mà vẫn ko giải quyết dứt khoát để e bé phải rơi vào cảnh đó.,0,hệ_thống luật_pháp việt_nam thực_thi pháp_luật bất_cập bé bạo_hành bao báo_cáo giải_quyết dứt_khoát bé rơi cảnh
Trăm năm nước chảy đá mònCòn người sử dụng thì còn bán buônChuyên án ma tuý thấy buồnBắt vài trăm bánh chuyện luôn thấy hoàiTrách mình hay trách tại aiCái vòi bạch tuột dài dài bung raMong yên bình đến nước taCác anh chiến sĩ xông pha vững lòng !,0,trăm chảy đá mòncòn sử_dụng buônchuyên án ma_tuý buồnbắt trăm bánh hoàitrách trách aicái vòi bạch tuột dài_dài bung ramong yên bình tacác chiến_sĩ xông_pha vững_lòng !
"Con mình đang học cấp 3, lại là bé trai, tính thì ham chơi, khi nào có bài kiểm tra thì cháu mới học. BGD thay đổi như này, cháu nào có ý thức học thì tốt, cháu nào còn lười biếng, ỷ y thì thầy cô và cha mẹ phải lo lắng nhiều. Điểm mạnh của việc thay đổi này là tạo điều kiện cho các cháu học được tính tự lập, tự học, khả năng thuyết trình, tin học, giúp cho việc học lên đại học, cao đẳng đỡ bỡ ngỡ. Khuyết điểm là khổ cho các thầy cô, kiểm tra thường xuyên thì mới biết học sinh mình nắm vững phần nào, cần bổ sung kiến thức phần nào, còn kịp thời sửa kịp, chứ chỉ thông qua vài bài kiểm tra thế này, tôi sợ thầy cô sẽ khó sát sao khả năng học của từng học sinh.",0,học bé trai ham kiểm_tra cháu học bgd thay_đổi cháu ý_thức học cháu lười_biếng thầy cha_mẹ lo_lắng thay_đổi điều_kiện cháu học tự_lập học khả_năng thuyết_trình tin_học giúp học đại_học cao_đẳng đỡ bỡ_ngỡ khuyết_điểm khổ thầy kiểm_tra thường_xuyên học_sinh nắm vững phần_nào bổ_sung kiến_thức phần_nào kịp_thời sửa kịp thông_qua kiểm_tra sợ thầy sát_sao khả_năng học học_sinh
